(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,06),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
(7231,(2021,01,22,19,21,35),-1,[(,24999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,24444,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,27000,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,24999,,.,[('force', 0)])])
