(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,14),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
(7229,(2021,01,22,18,25,37),-1,[(,210000,,,[('force', 0)]),(,209999,,,[('force', 0)]),(,200000,,,[('force', 0)]),(,280000,,.,[('force', 0)])])
